### Level $000 ###
00: $82 - Bonus game sprite (0x0050, 0x0070)
08: $11 - Buzzy Beetle (0x00A0, 0x0370)
09: $11 - Buzzy Beetle (0x0120, 0x0700)
10: $11 - Buzzy Beetle (0x0100, 0x0710)
11: $11 - Buzzy Beetle (0x00E0, 0x0720)
12: $11 - Buzzy Beetle (0x00C0, 0x08B0)
13: $11 - Buzzy Beetle (0x00E0, 0x08F0)
14: $11 - Buzzy Beetle (0x0100, 0x0930)
15: $11 - Buzzy Beetle (0x0120, 0x0970)

### Level $1EE ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $1EF ###
00: $F5 - Layer 2 sink command (0x0080, 0x0400)
01: $A8 - Blargg (0x01D0, 0x0190)
02: $11 - Buzzy Beetle (0x01E0, 0x00E0)
03: $11 - Buzzy Beetle (0x0210, 0x00E0)
04: $A8 - Blargg (0x0280, 0x0190)
05: $11 - Buzzy Beetle (0x0290, 0x00E0)
06: $11 - Buzzy Beetle (0x02E0, 0x00E0)
07: $A8 - Blargg (0x0340, 0x0190)
08: $11 - Buzzy Beetle (0x0380, 0x0100)
09: $11 - Buzzy Beetle (0x03E0, 0x0100)
10: $A8 - Blargg (0x03E0, 0x0190)
11: $11 - Buzzy Beetle (0x0430, 0x0120)
12: $09 - Green Koopa Troopa bouncing (0x04B0, 0x0120)

### Level $1F0 ###
00: $97 - Puntin' Chuck (0x0170, 0x00F0)
01: $7B - Goal tape (0x01E0, 0x0570)

### Level $1F1 ###
00: $97 - Puntin' Chuck (0x0160, 0x0100)
01: $7B - Goal tape (0x01E0, 0x0170)

### Level $1F2 ###
00: $B6 - Reflecting fireball (0x0010, 0x0100)
01: $29 - Koopa Kid (0x00C0, 0x0050)

### Level $1F3 ###
00: $EA - Layer 2 scrolling command (0x0080, 0x0C00)
01: $32 - Dry Bones that stays on ledges (0x0250, 0x0130)
02: $33 - Podoboo/vertical fireball (0x0310, 0x00F0)
03: $32 - Dry Bones that stays on ledges (0x0380, 0x0150)
04: $33 - Podoboo/vertical fireball (0x04A0, 0x00F0)
05: $32 - Dry Bones that stays on ledges (0x0510, 0x0120)
06: $33 - Podoboo/vertical fireball (0x0610, 0x00E0)
07: $74 - Mushroom (0x06A0, 0x0180)
08: $33 - Podoboo/vertical fireball (0x0890, 0x00E0)
09: $32 - Dry Bones that stays on ledges (0x08E0, 0x0150)
10: $32 - Dry Bones that stays on ledges (0x0970, 0x00F0)
11: $32 - Dry Bones that stays on ledges (0x09A0, 0x00F0)
12: $32 - Dry Bones that stays on ledges (0x0A30, 0x0150)
13: $32 - Dry Bones that stays on ledges (0x0A60, 0x0150)

### Level $1F4 ###

### Level $1F5 ###
00: $61 - Floating skulls (0x00A0, 0x0180)

### Level $1F6 ###
00: $29 - Koopa Kid (0x00C0, 0x0030)

### Level $1F7 ###

### Level $1F8 ###
00: $80 - Key (0x0080, 0x0170)
01: $0E - Keyhole (0x00A0, 0x0170)

### Level $1F9 ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0170)

### Level $1FA ###
00: $E1 - Boo Ceiling (0x0080, 0x0000)
01: $83 - Flying question block that flies left (0x0190, 0x0150)
02: $3E - P-switch (0x0660, 0x0120)

### Level $1FB ###
00: $38 - Eerie that moves straight (0x0120, 0x0160)
01: $38 - Eerie that moves straight (0x0120, 0x0110)
02: $E3 - Boo Ring moving clockwise (0x01F0, 0x0140)
03: $37 - Boo (0x0310, 0x0160)
04: $37 - Boo (0x03D0, 0x0170)
05: $37 - Boo (0x0420, 0x00C0)
06: $37 - Boo (0x0480, 0x0160)
07: $37 - Boo (0x04F0, 0x0150)
08: $37 - Boo (0x05A0, 0x0100)
09: $37 - Boo (0x05E0, 0x0170)
10: $37 - Boo (0x0630, 0x0140)
11: $28 - Big Boo (0x0730, 0x0120)
12: $28 - Big Boo (0x08E0, 0x0140)
13: $38 - Eerie that moves straight (0x09C0, 0x0040)
14: $E2 - Boo Ring moving counterclockwise (0x0A00, 0x0140)
15: $37 - Boo (0x0A70, 0x0120)
16: $38 - Eerie that moves straight (0x0AB0, 0x0040)

### Level $1FC ###
00: $F3 - Standard auto-scroll command (0x0080, 0x0000)
01: $E6 - Background candle flames (0x0000, 0x0000)
02: $89 - Layer 3 Smash (0x0120, 0x0000)
03: $83 - Flying question block that flies left (0x0250, 0x0150)
04: $5A - Turn block bridge, horizontal (0x0340, 0x0180)

### Level $1FD ###
00: $3E - P-switch (0x0060, 0x0170)

### Level $1FE ###
00: $32 - Dry Bones that stays on ledges (0x0100, 0x0140)
01: $32 - Dry Bones that stays on ledges (0x01D0, 0x0170)
02: $AC - Wooden spike pointing down (0x0200, 0x0110)
03: $AC - Wooden spike pointing down (0x0230, 0x0110)
04: $1F - Magikoopa (0x0270, 0x0000)
05: $32 - Dry Bones that stays on ledges (0x02C0, 0x0170)
06: $AD - Wooden spike pointing up (0x0360, 0x0130)
07: $AD - Wooden spike pointing up (0x03A0, 0x0130)
08: $32 - Dry Bones that stays on ledges (0x0420, 0x0170)
09: $33 - Podoboo/vertical fireball (0x0440, 0x0100)
10: $AC - Wooden spike pointing down (0x04F0, 0x00D0)
11: $AD - Wooden spike pointing up (0x04F0, 0x0160)
12: $AC - Wooden spike pointing down (0x0530, 0x00D0)
13: $AD - Wooden spike pointing up (0x0530, 0x0160)
14: $33 - Podoboo/vertical fireball (0x0590, 0x00E0)
15: $AC - Wooden spike pointing down (0x06A0, 0x0100)
16: $33 - Podoboo/vertical fireball (0x06E0, 0x0100)
17: $AC - Wooden spike pointing down (0x0710, 0x0100)
18: $33 - Podoboo/vertical fireball (0x0740, 0x0100)
19: $AC - Wooden spike pointing down (0x0780, 0x0100)
20: $32 - Dry Bones that stays on ledges (0x0840, 0x0130)
21: $32 - Dry Bones that stays on ledges (0x0950, 0x0170)

### Level $1FF ###
00: $B9 - Info Box (0x0060, 0x0150)
01: $7B - Goal tape (0x00E0, 0x0170)

